iter,selected_count,added_indices,avg_rmse_m,avg_mae_m,avg_rmse_q,avg_mae_q,mean_rmse_m,mean_mae_m,mean_rmse_q,mean_mae_q,CI_m,CI_q,elapsed_s,exp_included_iter
1,10,"[152, 44, 9, 313, 162, 224, 201, 280, 189, 69]",0.31542002898005905,0.23062307736086055,66.32066045247967,63.11227972848443,0.31542002898005905,0.23062307736086055,66.32066045247967,63.11227972848443,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",11.325072119012475,
1,10,"[152, 44, 9, 313, 162, 224, 201, 280, 189, 69]",0.31542002898005905,0.23062307736086055,66.32066045247967,63.11227972848443,0.31542002898005905,0.23062307736086055,66.32066045247967,63.11227972848443,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",11.325072119012475,
2,20,"[104, 142, 243, 7, 119, 337, 248, 14, 58, 47]",0.3016271973417471,0.25963471244391756,93.17167076533791,82.30916668459292,0.3016271973417471,0.25963471244391756,93.17167076533791,82.30916668459292,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",25.57768816500902,
2,20,"[104, 142, 243, 7, 119, 337, 248, 14, 58, 47]",0.3016271973417471,0.25963471244391756,93.17167076533791,82.30916668459292,0.3016271973417471,0.25963471244391756,93.17167076533791,82.30916668459292,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",25.57768816500902,
3,30,"[282, 238, 13, 289, 351, 244, 204, 33, 116, 22]",0.3560316104219465,0.26457954526053235,112.3106506847099,98.82106381864733,0.3560316104219465,0.26457954526053235,112.3106506847099,98.82106381864733,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",40.79563682305161,
3,30,"[282, 238, 13, 289, 351, 244, 204, 33, 116, 22]",0.3560316104219465,0.26457954526053235,112.3106506847099,98.82106381864733,0.3560316104219465,0.26457954526053235,112.3106506847099,98.82106381864733,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",40.79563682305161,
4,40,"[340, 214, 101, 357, 126, 211, 327, 330, 165, 181]",0.41690722951494424,0.31929204070388395,151.93628489941935,125.60696249254269,0.41690722951494424,0.31929204070388395,151.93628489941935,125.60696249254269,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",55.338150575058535,
4,40,"[340, 214, 101, 357, 126, 211, 327, 330, 165, 181]",0.41690722951494424,0.31929204070388395,151.93628489941935,125.60696249254269,0.41690722951494424,0.31929204070388395,151.93628489941935,125.60696249254269,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",55.338150575058535,
5,50,"[341, 53, 283, 105, 288, 350, 267, 96, 108, 106]",0.36182630026135704,0.2757865907758071,141.05340976844462,114.08227315430057,0.36182630026135704,0.2757865907758071,141.05340976844462,114.08227315430057,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",70.99939246999566,
5,50,"[341, 53, 283, 105, 288, 350, 267, 96, 108, 106]",0.36182630026135704,0.2757865907758071,141.05340976844462,114.08227315430057,0.36182630026135704,0.2757865907758071,141.05340976844462,114.08227315430057,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",70.99939246999566,
6,60,"[325, 198, 318, 122, 358, 72, 52, 62, 261, 25]",0.337429652057597,0.28669840501374233,123.47160340826458,100.13359835197038,0.337429652057597,0.28669840501374233,123.47160340826458,100.13359835197038,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",87.2052676390158,
6,60,"[325, 198, 318, 122, 358, 72, 52, 62, 261, 25]",0.337429652057597,0.28669840501374233,123.47160340826458,100.13359835197038,0.337429652057597,0.28669840501374233,123.47160340826458,100.13359835197038,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",87.2052676390158,
7,70,"[360, 175, 363, 177, 372, 210, 73, 234, 182, 343]",0.3408034453071426,0.27785083765274177,114.43648794782804,95.49632073069004,0.3408034453071426,0.27785083765274177,114.43648794782804,95.49632073069004,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",103.68728432408534,
7,70,"[360, 175, 363, 177, 372, 210, 73, 234, 182, 343]",0.3408034453071426,0.27785083765274177,114.43648794782804,95.49632073069004,0.3408034453071426,0.27785083765274177,114.43648794782804,95.49632073069004,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",103.68728432408534,
8,80,"[199, 295, 356, 140, 167, 95, 71, 80, 317, 153]",0.32383282000358266,0.2878972970900528,106.9436982334932,88.04349206549557,0.32383282000358266,0.2878972970900528,106.9436982334932,88.04349206549557,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",119.56475161202252,
8,80,"[199, 295, 356, 140, 167, 95, 71, 80, 317, 153]",0.32383282000358266,0.2878972970900528,106.9436982334932,88.04349206549557,0.32383282000358266,0.2878972970900528,106.9436982334932,88.04349206549557,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",119.56475161202252,
9,90,"[225, 368, 93, 67, 258, 113, 301, 23, 36, 278]",0.32535552008683055,0.2832661463798254,103.33267970964579,88.10434092063443,0.32535552008683055,0.2832661463798254,103.33267970964579,88.10434092063443,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",134.58606638608035,
9,90,"[225, 368, 93, 67, 258, 113, 301, 23, 36, 278]",0.32535552008683055,0.2832661463798254,103.33267970964579,88.10434092063443,0.32535552008683055,0.2832661463798254,103.33267970964579,88.10434092063443,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",134.58606638608035,
10,100,"[273, 16, 117, 158, 6, 155, 39, 308, 64, 242]",0.318546509944252,0.28593863290045035,101.08915046017549,84.5840346135025,0.318546509944252,0.28593863290045035,101.08915046017549,84.5840346135025,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",150.94037557498086,
10,100,"[273, 16, 117, 158, 6, 155, 39, 308, 64, 242]",0.318546509944252,0.28593863290045035,101.08915046017549,84.5840346135025,0.318546509944252,0.28593863290045035,101.08915046017549,84.5840346135025,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",150.94037557498086,
11,110,"[12, 274, 354, 141, 28, 56, 195, 335, 144, 332]",0.32662920674206625,0.29613716929552286,109.95322054798254,89.55395455677584,0.32662920674206625,0.29613716929552286,109.95322054798254,89.55395455677584,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",166.34916630701628,
11,110,"[12, 274, 354, 141, 28, 56, 195, 335, 144, 332]",0.32662920674206625,0.29613716929552286,109.95322054798254,89.55395455677584,0.32662920674206625,0.29613716929552286,109.95322054798254,89.55395455677584,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",166.34916630701628,
12,120,"[359, 115, 86, 37, 41, 215, 205, 247, 70, 259]",0.3189888863194009,0.2923120645887928,102.68618283807172,84.53941802769101,0.3189888863194009,0.2923120645887928,102.68618283807172,84.53941802769101,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",182.07129145797808,
12,120,"[359, 115, 86, 37, 41, 215, 205, 247, 70, 259]",0.3189888863194009,0.2923120645887928,102.68618283807172,84.53941802769101,0.3189888863194009,0.2923120645887928,102.68618283807172,84.53941802769101,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",182.07129145797808,
13,130,"[220, 223, 316, 99, 103, 43, 170, 75, 349, 3]",0.3322262132855409,0.29610337593599306,109.3354542231864,91.12064094837713,0.3322262132855409,0.29610337593599306,109.3354542231864,91.12064094837713,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",199.97894339007325,
13,130,"[220, 223, 316, 99, 103, 43, 170, 75, 349, 3]",0.3322262132855409,0.29610337593599306,109.3354542231864,91.12064094837713,0.3322262132855409,0.29610337593599306,109.3354542231864,91.12064094837713,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",199.97894339007325,
14,140,"[187, 310, 146, 270, 366, 176, 329, 78, 367, 255]",0.33108897256996267,0.29125489664198806,106.59635077227036,90.31342941089959,0.33108897256996267,0.29125489664198806,106.59635077227036,90.31342941089959,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",216.38539535098244,
14,140,"[187, 310, 146, 270, 366, 176, 329, 78, 367, 255]",0.33108897256996267,0.29125489664198806,106.59635077227036,90.31342941089959,0.33108897256996267,0.29125489664198806,106.59635077227036,90.31342941089959,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",216.38539535098244,
15,150,"[293, 342, 179, 30, 294, 348, 272, 312, 110, 235]",0.3207892318068855,0.29010752370838244,102.27733543657524,85.79847178578726,0.3207892318068855,0.29010752370838244,102.27733543657524,85.79847178578726,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",234.23616624507122,
15,150,"[293, 342, 179, 30, 294, 348, 272, 312, 110, 235]",0.3207892318068855,0.29010752370838244,102.27733543657524,85.79847178578726,0.3207892318068855,0.29010752370838244,102.27733543657524,85.79847178578726,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",234.23616624507122,
16,160,"[133, 190, 184, 134, 338, 246, 266, 241, 24, 370]",0.3136254678420586,0.2879215244345364,99.01457178188069,82.70189503960874,0.3136254678420586,0.2879215244345364,99.01457178188069,82.70189503960874,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",253.37470767705236,
16,160,"[133, 190, 184, 134, 338, 246, 266, 241, 24, 370]",0.3136254678420586,0.2879215244345364,99.01457178188069,82.70189503960874,0.3136254678420586,0.2879215244345364,99.01457178188069,82.70189503960874,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",253.37470767705236,
17,170,"[131, 51, 11, 291, 65, 154, 257, 333, 202, 120]",0.3212149898402209,0.28972752040253313,106.22181591245857,87.36285604495163,0.3212149898402209,0.28972752040253313,106.22181591245857,87.36285604495163,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",272.7024237239966,
17,170,"[131, 51, 11, 291, 65, 154, 257, 333, 202, 120]",0.3212149898402209,0.28972752040253313,106.22181591245857,87.36285604495163,0.3212149898402209,0.28972752040253313,106.22181591245857,87.36285604495163,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",272.7024237239966,
18,180,"[85, 320, 40, 166, 275, 331, 263, 59, 121, 230]",0.3211062024771931,0.28938873710276924,104.0825839281281,86.81321513978673,0.3211062024771931,0.28938873710276924,104.0825839281281,86.81321513978673,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",292.1497313930886,
18,180,"[85, 320, 40, 166, 275, 331, 263, 59, 121, 230]",0.3211062024771931,0.28938873710276924,104.0825839281281,86.81321513978673,0.3211062024771931,0.28938873710276924,104.0825839281281,86.81321513978673,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",292.1497313930886,
19,190,"[231, 373, 139, 1, 173, 196, 15, 81, 208, 109]",0.3231062781975781,0.28637124951414383,103.77104920464083,87.9259323593339,0.3231062781975781,0.28637124951414383,103.77104920464083,87.9259323593339,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",312.07161655207165,
19,190,"[231, 373, 139, 1, 173, 196, 15, 81, 208, 109]",0.3231062781975781,0.28637124951414383,103.77104920464083,87.9259323593339,0.3231062781975781,0.28637124951414383,103.77104920464083,87.9259323593339,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",312.07161655207165,
20,200,"[374, 19, 97, 355, 250, 233, 48, 232, 151, 262]",0.3196414722919694,0.2856807744855699,101.70617421773223,86.13661840246564,0.3196414722919694,0.2856807744855699,101.70617421773223,86.13661840246564,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",332.5634154450381,
20,200,"[374, 19, 97, 355, 250, 233, 48, 232, 151, 262]",0.3196414722919694,0.2856807744855699,101.70617421773223,86.13661840246564,0.3196414722919694,0.2856807744855699,101.70617421773223,86.13661840246564,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",332.5634154450381,
21,210,"[339, 307, 315, 107, 302, 305, 172, 156, 55, 132]",0.31839417042651114,0.2833316915620149,94.18646160105338,86.2836393507256,0.31839417042651114,0.2833316915620149,94.18646160105338,86.2836393507256,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",346.9969259609934,
21,210,"[339, 307, 315, 107, 302, 305, 172, 156, 55, 132]",0.31839417042651114,0.2833316915620149,94.18646160105338,86.2836393507256,0.31839417042651114,0.2833316915620149,94.18646160105338,86.2836393507256,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",346.9969259609934,
22,220,"[35, 299, 228, 10, 279, 371, 252, 180, 197, 251]",0.3154863694548316,0.28319339049870057,95.17887527092967,85.831712180884,0.3154863694548316,0.28319339049870057,95.17887527092967,85.831712180884,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",361.2791840840364,
22,220,"[35, 299, 228, 10, 279, 371, 252, 180, 197, 251]",0.3154863694548316,0.28319339049870057,95.17887527092967,85.831712180884,0.3154863694548316,0.28319339049870057,95.17887527092967,85.831712180884,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",361.2791840840364,
23,230,"[222, 193, 174, 219, 102, 253, 29, 276, 309, 362]",0.312522971743246,0.28281952817906963,93.13909677833294,84.44887017655846,0.312522971743246,0.28281952817906963,93.13909677833294,84.44887017655846,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",375.66788953903597,
23,230,"[222, 193, 174, 219, 102, 253, 29, 276, 309, 362]",0.312522971743246,0.28281952817906963,93.13909677833294,84.44887017655846,0.312522971743246,0.28281952817906963,93.13909677833294,84.44887017655846,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",375.66788953903597,
24,240,"[168, 188, 63, 268, 143, 171, 94, 347, 256, 82]",0.3110429973601121,0.28128222885680937,92.9151588332104,83.88176620741663,0.3110429973601121,0.28128222885680937,92.9151588332104,83.88176620741663,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",390.76511565502733,
24,240,"[168, 188, 63, 268, 143, 171, 94, 347, 256, 82]",0.3110429973601121,0.28128222885680937,92.9151588332104,83.88176620741663,0.3110429973601121,0.28128222885680937,92.9151588332104,83.88176620741663,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",390.76511565502733,
25,250,"[229, 163, 46, 98, 212, 292, 159, 0, 322, 17]",0.3111645098792628,0.280170250118035,92.41107941935611,83.81436431240213,0.3111645098792628,0.280170250118035,92.41107941935611,83.81436431240213,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",405.6123051540926,
25,250,"[229, 163, 46, 98, 212, 292, 159, 0, 322, 17]",0.3111645098792628,0.280170250118035,92.41107941935611,83.81436431240213,0.3111645098792628,0.280170250118035,92.41107941935611,83.81436431240213,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",405.6123051540926,
26,260,"[111, 323, 346, 50, 92, 314, 236, 265, 192, 21]",0.3065007137269992,0.27960649325837966,91.62451569688834,82.36761770743806,0.3065007137269992,0.27960649325837966,91.62451569688834,82.36761770743806,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",421.2576522519812,
26,260,"[111, 323, 346, 50, 92, 314, 236, 265, 192, 21]",0.3065007137269992,0.27960649325837966,91.62451569688834,82.36761770743806,0.3065007137269992,0.27960649325837966,91.62451569688834,82.36761770743806,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",421.2576522519812,
27,270,"[178, 365, 38, 125, 88, 149, 254, 74, 285, 352]",0.3039775285070639,0.278921293229842,90.99170177970407,81.68339624557993,0.3039775285070639,0.278921293229842,90.99170177970407,81.68339624557993,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",436.84188392502256,
27,270,"[178, 365, 38, 125, 88, 149, 254, 74, 285, 352]",0.3039775285070639,0.278921293229842,90.99170177970407,81.68339624557993,0.3039775285070639,0.278921293229842,90.99170177970407,81.68339624557993,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",436.84188392502256,
28,280,"[49, 89, 369, 249, 200, 300, 328, 169, 136, 45]",0.3059590030834578,0.2793104944818925,90.53692886667511,82.16611532706538,0.3059590030834578,0.2793104944818925,90.53692886667511,82.16611532706538,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",451.9578783240868,
28,280,"[49, 89, 369, 249, 200, 300, 328, 169, 136, 45]",0.3059590030834578,0.2793104944818925,90.53692886667511,82.16611532706538,0.3059590030834578,0.2793104944818925,90.53692886667511,82.16611532706538,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",451.9578783240868,
29,290,"[336, 361, 326, 90, 26, 76, 100, 5, 79, 324]",0.3035024891331867,0.27767481016168094,89.18972695424864,81.22150234475885,0.3035024891331867,0.27767481016168094,89.18972695424864,81.22150234475885,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",467.8275116890436,
29,290,"[336, 361, 326, 90, 26, 76, 100, 5, 79, 324]",0.3035024891331867,0.27767481016168094,89.18972695424864,81.22150234475885,0.3035024891331867,0.27767481016168094,89.18972695424864,81.22150234475885,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",467.8275116890436,
30,300,"[186, 287, 364, 32, 31, 77, 207, 20, 91, 217]",0.30169414651310633,0.27624104655088333,88.23989391878261,80.59385993648763,0.30169414651310633,0.27624104655088333,88.23989391878261,80.59385993648763,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",484.13863247807603,
30,300,"[186, 287, 364, 32, 31, 77, 207, 20, 91, 217]",0.30169414651310633,0.27624104655088333,88.23989391878261,80.59385993648763,0.30169414651310633,0.27624104655088333,88.23989391878261,80.59385993648763,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",484.13863247807603,
31,310,"[84, 129, 297, 112, 334, 150, 345, 277, 226, 114]",0.3003089148063688,0.275878101670143,88.22353457004655,80.309937343576,0.3003089148063688,0.275878101670143,88.22353457004655,80.309937343576,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",500.80998232006095,
31,310,"[84, 129, 297, 112, 334, 150, 345, 277, 226, 114]",0.3003089148063688,0.275878101670143,88.22353457004655,80.309937343576,0.3003089148063688,0.275878101670143,88.22353457004655,80.309937343576,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",500.80998232006095,
32,320,"[227, 240, 191, 281, 160, 353, 269, 124, 237, 137]",0.2984493413929618,0.27521866348536356,87.99695307942667,80.00898150625609,0.2984493413929618,0.27521866348536356,87.99695307942667,80.00898150625609,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",516.8149195790756,
32,320,"[227, 240, 191, 281, 160, 353, 269, 124, 237, 137]",0.2984493413929618,0.27521866348536356,87.99695307942667,80.00898150625609,0.2984493413929618,0.27521866348536356,87.99695307942667,80.00898150625609,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",516.8149195790756,
33,330,"[221, 319, 306, 61, 164, 203, 145, 18, 245, 206]",0.2979772883307883,0.27510730689356017,87.94950042937548,79.60517022194227,0.2979772883307883,0.27510730689356017,87.94950042937548,79.60517022194227,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",533.5216135140508,
33,330,"[221, 319, 306, 61, 164, 203, 145, 18, 245, 206]",0.2979772883307883,0.27510730689356017,87.94950042937548,79.60517022194227,0.2979772883307883,0.27510730689356017,87.94950042937548,79.60517022194227,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",533.5216135140508,
34,340,"[218, 128, 118, 321, 311, 304, 296, 4, 286, 298]",0.2971234053361924,0.274487672123605,87.79610395884252,79.46190829574763,0.2971234053361924,0.274487672123605,87.79610395884252,79.46190829574763,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",550.3826132480754,
34,340,"[218, 128, 118, 321, 311, 304, 296, 4, 286, 298]",0.2971234053361924,0.274487672123605,87.79610395884252,79.46190829574763,0.2971234053361924,0.274487672123605,87.79610395884252,79.46190829574763,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",550.3826132480754,
35,350,"[290, 138, 161, 60, 213, 344, 130, 83, 127, 27]",0.2975015766283035,0.27395047927414157,87.35687924996414,79.48827642287694,0.2975015766283035,0.27395047927414157,87.35687924996414,79.48827642287694,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",568.0235820279922,
35,350,"[290, 138, 161, 60, 213, 344, 130, 83, 127, 27]",0.2975015766283035,0.27395047927414157,87.35687924996414,79.48827642287694,0.2975015766283035,0.27395047927414157,87.35687924996414,79.48827642287694,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",568.0235820279922,
36,360,"[209, 68, 135, 54, 123, 87, 260, 2, 264, 284]",0.29603260533231873,0.2736274240272218,87.7308394853434,78.99407025858345,0.29603260533231873,0.2736274240272218,87.7308394853434,78.99407025858345,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",585.4126684280345,
36,360,"[209, 68, 135, 54, 123, 87, 260, 2, 264, 284]",0.29603260533231873,0.2736274240272218,87.7308394853434,78.99407025858345,0.29603260533231873,0.2736274240272218,87.7308394853434,78.99407025858345,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",585.4126684280345,
37,370,"[185, 57, 239, 34, 147]",0.29463330646427477,0.2728512960384374,88.62505069396585,78.72585275233281,0.29463330646427477,0.2728512960384374,88.62505069396585,78.72585275233281,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",603.8421912230551,
37,370,"[185, 57, 239, 34, 147]",0.29463330646427477,0.2728512960384374,88.62505069396585,78.72585275233281,0.29463330646427477,0.2728512960384374,88.62505069396585,78.72585275233281,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",603.8421912230551,
38,375,"[185, 57, 239, 34, 147]",0.2954997500873027,0.27339928705469174,90.09588249842889,79.17188816283944,0.2954997500873027,0.27339928705469174,90.09588249842889,79.17188816283944,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",621.1863388760248,
38,375,"[185, 57, 239, 34, 147]",0.2954997500873027,0.27339928705469174,90.09588249842889,79.17188816283944,0.2954997500873027,0.27339928705469174,90.09588249842889,79.17188816283944,"(nan, nan, nan, nan, nan)","(nan, nan, nan, nan, nan)",621.1863388760248,
